x,y,z
0.5329027182425868,0.3931539058685303,0.23878194331559402
0.5404587032788822,0.3746221661567688,0.28264365888941456
0.5408080746111805,0.3902515769004822,0.2166844251498394
0.5642344660994798,0.3649901747703552,0.14776795504184453
0.5536032502311441,0.37468016147613525,0.16654628362603524
0.5598783503084735,0.36943697929382324,0.1623200523589554
0.5682112514930201,0.35735994577407837,0.1372142591310364
0.5689736189126298,0.3561660647392273,0.13735753616870056
0.5641127428594381,0.36114978790283203,0.1459244880049869
0.5654556897043296,0.3597843647003174,0.14158458026632642
0.5540122548213389,0.37116730213165283,0.1385398229434857
0.5345586780964161,0.3934469223022461,0.22774922868944886
0.5387461819457737,0.37618380784988403,0.28273797712522675
0.5393384748102895,0.3895384669303894,0.22857164426828103
0.5634832074936365,0.3661591410636902,0.1480597063757464
0.5544813084291684,0.37377798557281494,0.16443321605054823
0.5588238291949635,0.37060844898223877,0.16473449042625443
0.5676304048781756,0.3584299087524414,0.13927799618198117
0.569178349109248,0.3559507131576538,0.13667279741750038
0.5651479678028484,0.36002469062805176,0.144566859505672
0.5641900041847017,0.3615669012069702,0.1454164171460624
0.5569142811471615,0.36681801080703735,0.132302407631856
0.5364220823943318,0.39309144020080566,0.21633920501771042
0.5367297809632509,0.37823647260665894,0.2821163282876407
0.5387291628530281,0.3871193528175354,0.2422589774989828
0.5616337636469934,0.36871665716171265,0.15008261015336294
0.5558867122594388,0.3723480701446533,0.16152088837750136
0.5574496008433254,0.3720476031303406,0.16749604142554259
0.5668368021708715,0.3598417043685913,0.14210642139349805
0.5692940971351903,0.35580217838287354,0.13609463791113252
0.5659673408419621,0.3591388463973999,0.14343612310104598
0.5630457060750956,0.36299824714660645,0.14817222189151785
0.5597935692212798,0.3628949522972107,0.1282343214810478
0.5387851603032013,0.39182567596435547,0.20279743656804566
0.5342031538109114,0.3814268708229065,0.2794741079775117
0.5390487024956061,0.3834444284439087,0.255284053917781
0.5590596380036075,0.3723706603050232,0.15429841880153872
0.5577218650482727,0.37053507566452026,0.15857700850036646
0.5563175437055599,0.3731626868247986,0.16946804446519048
0.5659816783339705,0.36125510931015015,0.14496065915194595
0.5693736578352944,0.3556692600250244,0.13555591277910978
0.5667841580068631,0.3582776188850403,0.14220407123350037
0.5619473477483677,0.3642271161079407,0.1500480857436932
0.5625916216188622,0.3593343496322632,0.1259098758713559
0.5411971046211095,0.3896820545196533,0.18936988107151106
0.5321640370636683,0.38443052768707275,0.2758167990861728
0.5665586129096375,0.35700565576553345,0.13322968489801532
0.5491811108928988,0.3786987066268921,0.15330914493753456
0.5313609342796648,0.39215362071990967,0.25030214037158705
0.5416540922694153,0.37382686138153076,0.2810864418506707
0.5430718243781723,0.3897336721420288,0.20330744421031283
0.5644232076961404,0.36451494693756104,0.1483623540468416
0.5532765277002238,0.37515556812286377,0.16837129960191197
0.560978948029302,0.3681596517562866,0.1596681020737358
0.5685966283036482,0.3566043972969055,0.13575618262859568
0.5687978689327177,0.3563374876976013,0.137902123815131
0.5631843027961573,0.3621581792831421,0.14710072734305085
0.5661838654449544,0.35831403732299805,0.1375150513638798
0.5512584290199863,0.3752739429473877,0.14575745134962792
0.5329027182425868,0.3931539058685303,0.23878194331559402
0.5404587032788822,0.3746221661567688,0.28264365888941456
0.5408080746111805,0.3902515769004822,0.2166844251498394
0.5642344660994798,0.3649901747703552,0.14776795504184453
0.5536032502311441,0.37468016147613525,0.16654628362603524
0.5598783503084735,0.36943697929382324,0.1623200523589554
0.5682112514930201,0.35735994577407837,0.1372142591310364
0.5689736189126298,0.3561660647392273,0.13735753616870056
0.5641127428594381,0.36114978790283203,0.1459244880049869
0.5654556897043296,0.3597843647003174,0.14158458026632642
0.5540122548213389,0.37116730213165283,0.1385398229434857
0.5345586780964161,0.3934469223022461,0.22774922868944886
0.5387461819457737,0.37618380784988403,0.28273797712522675
0.5393384748102895,0.3895384669303894,0.22857164426828103
0.5634832074936365,0.3661591410636902,0.1480597063757464
0.5544813084291684,0.37377798557281494,0.16443321605054823
0.5588238291949635,0.37060844898223877,0.16473449042625443
0.5676304048781756,0.3584299087524414,0.13927799618198117
0.569178349109248,0.3559507131576538,0.13667279741750038
0.5651479678028484,0.36002469062805176,0.144566859505672
0.5641900041847017,0.3615669012069702,0.1454164171460624
0.5569142811471615,0.36681801080703735,0.132302407631856
0.5364220823943318,0.39309144020080566,0.21633920501771042
0.5367297809632509,0.37823647260665894,0.2821163282876407
0.5387291628530281,0.3871193528175354,0.2422589774989828
0.5616337636469934,0.36871665716171265,0.15008261015336294
0.5558867122594388,0.3723480701446533,0.16152088837750136
0.5574496008433254,0.3720476031303406,0.16749604142554259
0.5668368021708715,0.3598417043685913,0.14210642139349805
0.5692940971351903,0.35580217838287354,0.13609463791113252
0.5659673408419621,0.3591388463973999,0.14343612310104598
0.5630457060750956,0.36299824714660645,0.14817222189151785
0.5597935692212798,0.3628949522972107,0.1282343214810478
0.5387851603032013,0.39182567596435547,0.20279743656804566
0.5342031538109114,0.3814268708229065,0.2794741079775117
0.5390487024956061,0.3834444284439087,0.255284053917781
0.5590596380036075,0.3723706603050232,0.15429841880153872
0.5577218650482727,0.37053507566452026,0.15857700850036646
0.5563175437055599,0.3731626868247986,0.16946804446519048
0.5659816783339705,0.36125510931015015,0.14496065915194595
0.5693736578352944,0.3556692600250244,0.13555591277910978
0.5667841580068631,0.3582776188850403,0.14220407123350037
0.5619473477483677,0.3642271161079407,0.1500480857436932
0.5625916216188622,0.3593343496322632,0.1259098758713559
0.5411971046211095,0.3896820545196533,0.18936988107151106
0.5321640370636683,0.38443052768707275,0.2758167990861728
0.5665586129096375,0.35700565576553345,0.13322968489801532
0.5491811108928988,0.3786987066268921,0.15330914493753456
0.5313609342796648,0.39215362071990967,0.25030214037158705
0.5416540922694153,0.37382686138153076,0.2810864418506707
0.5430718243781723,0.3897336721420288,0.20330744421031283
0.5644232076961404,0.36451494693756104,0.1483623540468416
0.5532765277002238,0.37515556812286377,0.16837129960191197
0.560978948029302,0.3681596517562866,0.1596681020737358
0.5685966283036482,0.3566043972969055,0.13575618262859568
0.5687978689327177,0.3563374876976013,0.137902123815131
0.5631843027961573,0.3621581792831421,0.14710072734305085
0.5661838654449544,0.35831403732299805,0.1375150513638798
0.5512584290199863,0.3752739429473877,0.14575745134962792
0.5329027182425868,0.3931539058685303,0.23878194331559402
0.5404587032788822,0.3746221661567688,0.28264365888941456
0.5408080746111805,0.3902515769004822,0.2166844251498394
0.5642344660994798,0.3649901747703552,0.14776795504184453
0.5536032502311441,0.37468016147613525,0.16654628362603524
0.5598783503084735,0.36943697929382324,0.1623200523589554
0.5682112514930201,0.35735994577407837,0.1372142591310364
0.5689736189126298,0.3561660647392273,0.13735753616870056
0.5641127428594381,0.36114978790283203,0.1459244880049869
0.5654556897043296,0.3597843647003174,0.14158458026632642
0.5540122548213389,0.37116730213165283,0.1385398229434857
0.5345586780964161,0.3934469223022461,0.22774922868944886
0.5387461819457737,0.37618380784988403,0.28273797712522675
0.5393384748102895,0.3895384669303894,0.22857164426828103
0.5634832074936365,0.3661591410636902,0.1480597063757464
0.5544813084291684,0.37377798557281494,0.16443321605054823
0.5588238291949635,0.37060844898223877,0.16473449042625443
0.5676304048781756,0.3584299087524414,0.13927799618198117
0.569178349109248,0.3559507131576538,0.13667279741750038
0.5651479678028484,0.36002469062805176,0.144566859505672
0.5641900041847017,0.3615669012069702,0.1454164171460624
0.5569142811471615,0.36681801080703735,0.132302407631856
0.5364220823943318,0.39309144020080566,0.21633920501771042
0.5367297809632509,0.37823647260665894,0.2821163282876407
0.5387291628530281,0.3871193528175354,0.2422589774989828
0.5616337636469934,0.36871665716171265,0.15008261015336294
0.5558867122594388,0.3723480701446533,0.16152088837750136
0.5574496008433254,0.3720476031303406,0.16749604142554259
0.5668368021708715,0.3598417043685913,0.14210642139349805
0.5692940971351903,0.35580217838287354,0.13609463791113252
0.5659673408419621,0.3591388463973999,0.14343612310104598
0.5630457060750956,0.36299824714660645,0.14817222189151785
0.5597935692212798,0.3628949522972107,0.1282343214810478
0.5387851603032013,0.39182567596435547,0.20279743656804566
0.5342031538109114,0.3814268708229065,0.2794741079775117
0.5390487024956061,0.3834444284439087,0.255284053917781
0.5590596380036075,0.3723706603050232,0.15429841880153872
0.5577218650482727,0.37053507566452026,0.15857700850036646
0.5563175437055599,0.3731626868247986,0.16946804446519048
0.5659816783339705,0.36125510931015015,0.14496065915194595
0.5693736578352944,0.3556692600250244,0.13555591277910978
0.5667841580068631,0.3582776188850403,0.14220407123350037
0.5619473477483677,0.3642271161079407,0.1500480857436932
0.5625916216188622,0.3593343496322632,0.1259098758713559
0.5411971046211095,0.3896820545196533,0.18936988107151106
0.5321640370636683,0.38443052768707275,0.2758167990861728
0.5665586129096375,0.35700565576553345,0.13322968489801532
0.5491811108928988,0.3786987066268921,0.15330914493753456
0.5313609342796648,0.39215362071990967,0.25030214037158705
0.5416540922694153,0.37382686138153076,0.2810864418506707
0.5430718243781723,0.3897336721420288,0.20330744421031283
0.5644232076961404,0.36451494693756104,0.1483623540468416
0.5532765277002238,0.37515556812286377,0.16837129960191197
0.560978948029302,0.3681596517562866,0.1596681020737358
0.5685966283036482,0.3566043972969055,0.13575618262859568
0.5687978689327177,0.3563374876976013,0.137902123815131
0.5631843027961573,0.3621581792831421,0.14710072734305085
0.5661838654449544,0.35831403732299805,0.1375150513638798
0.5512584290199863,0.3752739429473877,0.14575745134962792
0.5329027182425868,0.3931539058685303,0.23878194331559402
0.5404587032788822,0.3746221661567688,0.28264365888941456
0.5408080746111805,0.3902515769004822,0.2166844251498394
0.5642344660994798,0.3649901747703552,0.14776795504184453
0.5536032502311441,0.37468016147613525,0.16654628362603524
0.5598783503084735,0.36943697929382324,0.1623200523589554
0.5682112514930201,0.35735994577407837,0.1372142591310364
0.5689736189126298,0.3561660647392273,0.13735753616870056
0.5641127428594381,0.36114978790283203,0.1459244880049869
0.5654556897043296,0.3597843647003174,0.14158458026632642
0.5540122548213389,0.37116730213165283,0.1385398229434857
0.5345586780964161,0.3934469223022461,0.22774922868944886
0.5387461819457737,0.37618380784988403,0.28273797712522675
0.5393384748102895,0.3895384669303894,0.22857164426828103
0.5634832074936365,0.3661591410636902,0.1480597063757464
0.5544813084291684,0.37377798557281494,0.16443321605054823
0.5588238291949635,0.37060844898223877,0.16473449042625443
0.5676304048781756,0.3584299087524414,0.13927799618198117
0.569178349109248,0.3559507131576538,0.13667279741750038
0.5651479678028484,0.36002469062805176,0.144566859505672
0.5641900041847017,0.3615669012069702,0.1454164171460624
0.5569142811471615,0.36681801080703735,0.132302407631856
0.5364220823943318,0.39309144020080566,0.21633920501771042
0.5367297809632509,0.37823647260665894,0.2821163282876407
0.5387291628530281,0.3871193528175354,0.2422589774989828
0.5616337636469934,0.36871665716171265,0.15008261015336294
0.5558867122594388,0.3723480701446533,0.16152088837750136
0.5574496008433254,0.3720476031303406,0.16749604142554259
0.5668368021708715,0.3598417043685913,0.14210642139349805
0.5692940971351903,0.35580217838287354,0.13609463791113252
0.5659673408419621,0.3591388463973999,0.14343612310104598
0.5630457060750956,0.36299824714660645,0.14817222189151785
0.5597935692212798,0.3628949522972107,0.1282343214810478
0.5387851603032013,0.39182567596435547,0.20279743656804566
0.5342031538109114,0.3814268708229065,0.2794741079775117
0.5390487024956061,0.3834444284439087,0.255284053917781
0.5590596380036075,0.3723706603050232,0.15429841880153872
0.5577218650482727,0.37053507566452026,0.15857700850036646
0.5563175437055599,0.3731626868247986,0.16946804446519048
0.5659816783339705,0.36125510931015015,0.14496065915194595
0.5693736578352944,0.3556692600250244,0.13555591277910978
0.5667841580068631,0.3582776188850403,0.14220407123350037
0.5619473477483677,0.3642271161079407,0.1500480857436932
0.5625916216188622,0.3593343496322632,0.1259098758713559
0.5411971046211095,0.3896820545196533,0.18936988107151106
0.5321640370636683,0.38443052768707275,0.2758167990861728
